Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MIP
422,C.J. Watson\watsocj01,PG,26,CHI,82,1,13.3,1.8,4.8,0.371,0.5,1.4,0.393,1.2,3.4,0.362,0.426,0.8,1.1,0.742,0.2,1,1.1,2.3,0.7,0.1,0.9,1,4.9,12.8,0.466,0.284,0.236,1.8,8.1,5,26.9,2.7,0.8,14.4,21.4,0.2,2,2.1,0.093,-1.9,-0.3,-2.2,0,0
423,Earl Watson\watsoea01,PG,31,UTA,80,13,19.6,1.6,3.8,0.41,0.5,1.3,0.336,1.1,2.5,0.45,0.469,0.7,1,0.671,0.7,1.6,2.3,3.5,0.8,0.2,1.5,1.8,4.3,10.2,0.5,0.349,0.267,4,10.1,7,25.7,2.1,0.9,25.3,13.4,0.2,0.8,1,0.03,-1.7,-0.9,-2.6,-0.3,0
424,Kyle Weaver\weaveky01,SG,24,UTA,5,0,13.8,1.8,5,0.36,0.6,1.4,0.429,1.2,3.6,0.333,0.42,1.4,1.6,0.875,0.4,1.6,2,1.4,0.4,0.4,1.4,0.6,5.6,11.3,0.491,0.28,0.32,3.5,14.1,8.7,15.8,1.5,2.4,19.7,23.6,-0.1,0,0,-0.018,-4,-1.7,-5.6,-0.1,0
425,Martell Webster\webstma02,SF,24,MIN,46,1,23.8,3.3,7.4,0.447,1.2,2.9,0.417,2.1,4.5,0.466,0.528,2,2.7,0.77,0.8,2.4,3.2,1.2,0.6,0.2,1.3,2.2,9.8,12.4,0.575,0.388,0.359,3.6,11.6,7.5,7.5,1.3,0.6,12.8,17.6,1.4,0.3,1.8,0.077,0.1,-1.7,-1.5,0.1,0
426,Sonny Weems\weemsso01,SF,24,TOR,59,28,23.9,3.9,8.7,0.444,0.3,1,0.279,3.6,7.7,0.467,0.461,1.2,1.6,0.766,0.7,1.9,2.6,1.8,0.6,0,1.5,1.5,9.2,10.2,0.492,0.119,0.183,3.2,9.8,6.4,11.6,1.2,0.1,13.4,20.3,-0.4,0,-0.4,-0.013,-2.3,-2.4,-4.7,-1,0
427,David West\westda01,PF,30,NOH,70,70,35,7.5,14.9,0.508,0,0.1,0.222,7.5,14.7,0.51,0.509,3.8,4.7,0.807,2.2,5.3,7.6,2.3,1,0.9,2,2.9,18.9,20.4,0.558,0.009,0.314,7.6,18.7,13.1,12.7,1.5,2.1,10.7,25.8,4.4,3.4,7.8,0.152,1.2,1.5,2.7,2.9,0
428,Delonte West\westde01,PG,27,BOS,24,2,18.9,2.3,5,0.458,0.5,1.4,0.364,1.8,3.6,0.494,0.508,0.5,0.6,0.867,0.3,1.3,1.5,2.7,0.8,0.4,1.3,1.2,5.6,12.3,0.533,0.275,0.125,1.7,8,5,22,2.3,1.7,19.2,16.6,0.1,0.8,0.9,0.093,-1.8,1.3,-0.5,0.2,0
429,Mario West\westma02,SG,26,NJN,6,3,19.3,1.5,3.5,0.429,0.2,0.7,0.25,1.3,2.8,0.471,0.452,0.5,0.8,0.6,0.3,1.5,1.8,1.7,1.2,0,0.3,2.2,3.7,9.1,0.474,0.19,0.238,2,9.4,5.6,13.2,3.2,0,7.9,10.1,0.1,0.1,0.2,0.069,-2.3,0.9,-1.4,0,0
430,Russell Westbrook\westbru01,PG,22,OKC,82,82,34.7,7.5,17,0.442,0.4,1.3,0.33,7.1,15.7,0.451,0.454,6.5,7.7,0.842,1.5,3.1,4.6,8.2,1.9,0.4,3.9,2.5,21.9,23.6,0.538,0.074,0.454,5.2,10.3,7.8,42.7,2.8,0.8,15.9,31.6,6.3,3.1,9.4,0.159,4.4,0.5,5,5,1
432,Hassan Whiteside\whiteha01,C,21,SAC,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0,-17.9,,,,0,0,0,0,0,0,,0,0,0,0,0.007,-6.5,0,-6.5,0,0
433,Chris Wilcox\wilcoch01,PF,28,DET,57,29,17.5,3.3,5.6,0.581,0,0,0,3.3,5.6,0.583,0.581,0.9,1.6,0.562,1.7,3.1,4.8,0.8,0.5,0.3,0.8,2.5,7.4,18,0.587,0.003,0.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,2,0.8,2.8,0.133,0.4,-0.9,-0.5,0.4,0
434,Damien Wilkins\wilkida02,SF,31,ATL,52,0,13,1.3,2.6,0.504,0,0.2,0.2,1.3,2.4,0.528,0.511,0.8,1.1,0.714,0.4,1.3,1.7,0.8,0.5,0.2,0.4,1.4,3.5,11.4,0.557,0.073,0.409,4.1,11.9,8,9.3,2.1,1,11.5,12.8,0.7,0.8,1.5,0.104,-2.1,0.6,-1.5,0.1,0
437,Jawad Williams\willija04,SF,27,CLE,26,1,15,1.6,4.8,0.325,0.5,1.7,0.289,1.1,3.1,0.346,0.377,0.3,0.5,0.75,0.3,1.6,1.8,0.8,0.3,0.1,0.6,1.3,4,4.8,0.396,0.357,0.095,2,12.4,7.1,9,1.2,0.6,10.9,17.1,-0.6,0.1,-0.5,-0.067,-5.3,-1.9,-7.2,-0.5,0
438,Lou Williams\willilo02,SG,24,PHI,75,0,23.3,4.3,10.6,0.406,1.2,3.4,0.348,3.1,7.2,0.434,0.462,3.9,4.7,0.823,0.4,1.6,2,3.4,0.6,0.2,1.4,1.7,13.7,18.9,0.54,0.318,0.448,2.1,7.7,4.9,24.1,1.4,0.7,9.7,27.8,3.5,1.6,5.1,0.141,2.9,-2.5,0.4,1,0
439,Marvin Williams\willima02,SF,24,ATL,65,52,28.7,3.8,8.3,0.458,0.6,1.7,0.336,3.2,6.6,0.489,0.493,2.3,2.7,0.845,1,3.8,4.8,1.4,0.5,0.4,1,1.6,10.4,13.5,0.551,0.205,0.324,4.4,15.7,10.1,7.6,1,0.9,9.2,17.2,2.3,1.7,4,0.102,-0.9,-0.4,-1.3,0.3,0
441,Reggie Williams\willire02,SF,24,GSW,80,9,20.3,3.4,7.2,0.469,1.3,3,0.423,2.1,4.1,0.502,0.558,1.3,1.7,0.746,0.6,2.1,2.7,1.5,0.4,0,0.7,1.6,9.2,14.9,0.585,0.421,0.234,3.1,12.2,7.5,11.4,0.9,0.1,8.3,18.7,3.4,0.3,3.7,0.109,1.4,-3.2,-1.9,0,0
442,Shawne Williams\willish03,PF,24,NYK,64,11,20.7,2.6,6,0.426,1.3,3.3,0.401,1.2,2.7,0.457,0.536,0.6,0.8,0.837,0.9,2.8,3.7,0.7,0.6,0.8,0.7,2.6,7.1,12.2,0.558,0.551,0.127,5.1,15.6,10.3,5.3,1.5,2.8,10.2,15.2,1.4,1.1,2.5,0.089,0,-0.4,-0.5,0.5,0
445,Metta World Peace\artesro01,SF,31,LAL,82,82,29.4,3.2,8,0.397,1,2.8,0.356,2.2,5.2,0.419,0.46,1.1,1.7,0.676,1.2,2,3.3,2.1,1.5,0.4,1.1,2.2,8.5,11.2,0.485,0.354,0.207,4.9,7.6,6.3,10.7,2.7,1.1,11.1,15.3,1.2,3.2,4.4,0.088,-0.3,1.4,1.1,1.9,0
446,Antoine Wright\wrighan01,SG,26,SAC,7,0,4.4,0.1,1.1,0.125,0,0.6,0,0.1,0.6,0.25,0.125,0,0,,0.3,0.1,0.4,0,0.1,0,0.1,0.4,0.3,-4.8,0.125,0.5,0,7.2,3.8,5.5,0,1.6,0,11.1,12.6,-0.1,0,-0.1,-0.179,-9.4,-3.1,-12.5,-0.1,0
448,Dorell Wright\wrighdo01,SF,25,GSW,82,82,38.4,5.9,14,0.423,2.4,6.3,0.376,3.5,7.7,0.462,0.508,2.2,2.8,0.789,1.1,4.2,5.3,3,1.5,0.8,1.6,2.1,16.4,15,0.539,0.45,0.199,3.1,12.6,7.8,11.6,2,1.5,9.6,19.3,3.9,1.8,5.8,0.088,1.5,-0.4,1.1,2.5,1
449,Julian Wright\wrighju01,SF,23,TOR,52,6,14.7,1.6,3.1,0.513,0,0.2,0.2,1.5,2.9,0.533,0.519,0.4,0.8,0.512,0.9,1.4,2.3,1.1,0.8,0.4,0.8,0.9,3.6,12.1,0.525,0.063,0.269,7.1,11.3,9.1,11,2.6,2,19.4,13,0.2,0.4,0.6,0.038,-1.6,1.2,-0.4,0.3,0
450,Nick Young\youngni01,SG,25,WAS,64,40,31.8,6.4,14.6,0.441,1.6,4.2,0.387,4.8,10.4,0.462,0.497,2.9,3.6,0.816,0.4,2.3,2.7,1.2,0.7,0.3,1.4,2.3,17.4,14.5,0.538,0.29,0.244,1.4,8.6,4.9,6.6,1.1,0.6,8,24.4,2.3,0.4,2.8,0.065,0.5,-3.5,-3,-0.5,0
451,Sam Young\youngsa01,SF,25,MEM,78,46,20.2,3,6.3,0.472,0.2,0.6,0.34,2.8,5.7,0.486,0.489,1.1,1.5,0.767,0.5,1.9,2.4,0.9,0.9,0.3,0.8,1.5,7.3,12.5,0.525,0.101,0.235,3,11.2,7.1,6.9,2.3,1.2,10.1,17.3,1.1,1.8,2.9,0.088,-1.6,0.3,-1.3,0.3,0
452,Thaddeus Young\youngth01,PF,22,PHI,82,1,26,5.6,10.3,0.541,0.1,0.3,0.273,5.5,10.1,0.548,0.544,1.5,2.1,0.707,1.9,3.4,5.3,1,1.1,0.3,1.2,2.1,12.7,18.4,0.566,0.026,0.205,8.3,15.2,11.7,6.7,2.2,0.9,9.7,22.1,3.2,3,6.2,0.139,0.3,0,0.3,1.2,0
